ID,INN,Name,Price,Category,NReviews,Rating,Country,Volume
1788608,7718979307,Компьютер  iRU Home 310H5SE,27990,PC,21,5.0,Россия,0
1927457,7718979307,Компьютер  iRU Home 510B5SE,34990,PC,0,0.0,Россия,0
1970628,7718979307,Компьютер  iRU Home 510B6GE,42990,PC,0,0.0,Россия,0
1789287,7718979307,Компьютер  iRU Home 310H3SE,23990,PC,1,5.0,Россия,0
1925186,7718979307,Компьютер  iRU Game 510B5GMA,70990,PC,0,0.0,Россия,0
1859665,7718979307,Компьютер  iRU Game 310H5GMA,85990,PC,38,5.0,Россия,0
1793514,7718979307,Компьютер  iRU Home 310H5SE,29990,PC,5,4.5,Россия,0
1978403,7718979307,Компьютер  ASUS G10CE-51140F125W,98990,PC,0,0.0,Россия,0
1856594,7718979307,Компьютер  iRU Home 320A3SE,25260,PC,1,5.0,Россия,0
1973840,7718979307,Компьютер  iRU Home 310H5SE,30990,PC,0,0.0,Россия,0
1974930,7718979307,Компьютер  iRU Home 320A3SE,47980,PC,0,0.0,Россия,0
1927119,7718979307,Компьютер  iRU Home 310H5SE,47990,PC,0,0.0,Россия,0
1976600,7718979307,Мини ПК  CHUWI HeroBox Intel  N100,19990,PC,0,0.0,Россия,0
1927291,7718979307,Компьютер  iRU Home 510B5SE,32990,PC,0,0.0,Россия,0
1670129,7718979307,Компьютер  iRU Home 310H5SE,44970,PC,2,5.0,Россия,0
1927477,7718979307,Компьютер  iRU Home 510B5SE,41490,PC,0,0.0,Россия,0
1907782,7718979307,Компьютер  iRU Game 310H5GMA,92990,PC,5,5.0,Россия,0
1973837,7718979307,Компьютер  iRU Home 310H5SE,28990,PC,0,0.0,Россия,0
1885374,7718979307,Компьютер  iRU Home 320A3SM,23990,PC,2,5.0,Россия,0
1554161,7718979307,Компьютер  Acer Aspire TC-1660,47990,PC,0,0.0,Россия,0
1610369,7718979307,Компьютер  iRU Home 310H5SE,27990,PC,10,4.5,Россия,0
1863687,7718979307,Компьютер  iRU Game 310H5GS,83200,PC,9,5.0,Россия,0
1859661,7718979307,Компьютер  iRU Game 310H5GMA,74910,PC,1,5.0,Россия,0
1859359,7718979307,Компьютер  iRU Game 510B5GMA,63990,PC,0,0.0,Россия,0
1927781,7718979307,Компьютер  iRU Home 320A3SE,28790,PC,0,0.0,Россия,0
1970537,7718979307,Неттоп  MSI Pro DP21 13M-631XRU,57990,PC,0,0.0,Россия,0
1900970,7718979307,Компьютер  iRU Home 310H6SM,25990,PC,1,5.0,Россия,0
1927462,7718979307,Компьютер  iRU Home 510B5SE,52990,PC,0,0.0,Россия,0
1856644,7718979307,Неттоп  MSI Cubi 5 10M-840XRU,57990,PC,1,4.0,Россия,0
1899121,7718979307,Компьютер  MSI Trident 3 13TC-069RU,153990,PC,0,0.0,Россия,0
1859370,7718979307,Компьютер  iRU Game 510B6GMA,79990,PC,0,0.0,Россия,0
1827508,7718979307,Компьютер  iRU Home 310H3SE,41990,PC,0,0.0,Россия,0
1977278,7718979307,Компьютер  Acer Altos P10 F7,82990,PC,0,0.0,Россия,0
1914646,7718979307,Компьютер  iRU Game 310H5GE,72990,PC,2,5.0,Россия,0
1927271,7718979307,Компьютер  iRU Home 320A3GE,41990,PC,0,0.0,Россия,0
1793516,7718979307,Компьютер  iRU Home 310H5SE,50990,PC,1,3.0,Россия,0
1970592,7718979307,Неттоп  MSI Cubi 5 12M-031XRU,46010,PC,0,0.0,Россия,0
